title,publication_year,authors_list,doi,crossref_type,key
Lived experience-informed eating disorders research: an illustrative example,2025,Erica Neill,10.1080/10640266.2025.2471220,journal-article,researchgraph.com/orcid/0000-0002-6920-2159_works_179068120
Pain-sensorimotor interactions: New perspectives and a new model,2024,Greg Murray,10.1016/j.ynpai.2024.100150,journal-article,researchgraph.com/orcid/0000-0003-1372-3489_works_151168402
Tensions ahead: how do we build feasible digital health systems that are person-centred and usable?,2021,Helen Almond,10.3233/SHTI210714,conference-paper,researchgraph.com/orcid/0000-0001-8918-7091_works_137124147
Methodology for the development of the Australian national nursing and midwifery digital health capability framework,2021,Helen Almond,10.3233/SHTI210685,conference-paper,researchgraph.com/orcid/0000-0001-8918-7091_works_137124126
Pilot research to develop a nursing digital health capability framework in Chile,2021,Helen Almond,10.3233/SHTI210700,conference-paper,researchgraph.com/orcid/0000-0001-8918-7091_works_137124162
Intended use of the National Nursing and Midwifery Digital Health Capability Framework,2021,Helen Almond,10.3233/SHTI210018,conference-paper,researchgraph.com/orcid/0000-0001-8918-7091_works_137124160
You want me to use this EMR?,2020,Helen Almond,10.3233/SHTI210794,conference-paper,researchgraph.com/orcid/0000-0001-8918-7091_works_137124163
National Nursing and Midwifery Digital Health Capability Framework,2020,Helen Almond,,report,researchgraph.com/orcid/0000-0001-8918-7091_works_137124143
Workshop: What leaders need to know about security,2023,Helen Almond,,conference-paper,researchgraph.com/orcid/0000-0001-8918-7091_works_139571961
Safety and quality in health and care is everyone’s business,2022,Helen Almond,,conference-paper,researchgraph.com/orcid/0000-0001-8918-7091_works_137124146
Introduction to digital health,2023,Helen Almond,,book-chapter,researchgraph.com/orcid/0000-0001-8918-7091_works_139578838
Panel. The age of possibility: Developing the next generation of health and social care leaders,2023,Helen Almond,,conference-paper,researchgraph.com/orcid/0000-0001-8918-7091_works_139571394
Critically reflective practice for the graduate,2023,Helen Almond,,book-chapter,researchgraph.com/orcid/0000-0001-8918-7091_works_148600021
Digital Health: A transformative approach,2023,Helen Almond,,book,researchgraph.com/orcid/0000-0001-8918-7091_works_139372268
AIHSM Community of Practice: Engaging Enrolled Learners and Alumni,2023,Helen Almond,,conference-paper,researchgraph.com/orcid/0000-0001-8918-7091_works_148441007
"Microlearning for improved technology adoption, safety and quality in residential aged care",2023,Helen Almond,,conference-paper,researchgraph.com/orcid/0000-0001-8918-7091_works_148440263
Exploring the Knowledge and Use of Standardised Nursing Terminology Across Australia,2024,Helen Almond,10.3233/SHTI240883,book-chapter,researchgraph.com/orcid/0000-0001-8918-7091_works_168259372
“Key” Shaped Professionals for the 21st Century in Nursing and Midwifery,2024,Helen Almond,10.3233/SHTI240170,book-chapter,researchgraph.com/orcid/0000-0001-8918-7091_works_164231316
"Longitudinal Insights from Blended Hearing Care: Service Modality Choices, Support Received, and Satisfaction Ratings",2025,Helen Almond,10.3390/healthcare13070689,journal-article,researchgraph.com/orcid/0000-0001-8918-7091_works_180878679
"Pilot randomised controlled trial of a brief coping-focused intervention for hearing voices blended with smartphone-based ecological momentary assessment and intervention (SAVVy): Feasibility, acceptability and preliminary clinical outcomes",2020,Susan Rossell,10.1016/j.schres.2019.10.026,journal-article,researchgraph.com/orcid/0000-0002-7415-8252_works_95191301
"Early signs monitoring to prevent relapse in psychosis and promote well-being, engagement, and recovery: Protocol for a feasibility cluster randomized controlled trial harnessing mobile phone technology blended with peer support",2020,Imogen Bell,10.2196/15058,journal-article,researchgraph.com/orcid/0000-0001-7567-0517_works_86367994
Profiling guide dog handlers to support guide dog matching decisions,2020,Jahar Bhowmik,10.1080/09638288.2018.1494211,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_133859023
Women's education and coverage of skilled birth attendance: An assessment of Sustainable Development Goal 3.1 in the South and Southeast Asian Region,2020,Jahar Bhowmik,10.1371/JOURNAL.PONE.0231489,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_134297746
The Effects of Virtual Reality-Based Education on Empathy and Understanding of the Physical Environment for Dementia Care Workers in Australia: A Controlled Study,2021,Jahar Bhowmik,10.3233/jad-210723,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_133855388
Adapting to the new normal: Understanding the impact of COVID-19 on technology usage and human behaviour,2024,Jahar Bhowmik,10.1016/j.entcom.2024.100726,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_170670408
Women's decision‐making power can influence modern contraceptive use: Evidence from Bangladesh,2024,Jahar Bhowmik,10.1002/hpm.3822,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_163984156
Impact of Intimate Partner Violence on mental health among married women in Sri Lanka: a study based on Women’s Wellbeing Survey-2019,2024,Jahar Bhowmik,10.1093/pubmed/fdae082,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_170670372
The impact of COVID-19 on Health Science undergraduate students’ academic experience and mental health: A pilot study,2024,Jahar Bhowmik,10.53761/zrw0c503,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_170986081
Investigating the role of women's education status and empowerment on accessing skilled birth attendance in Bangladesh: A structural equation modelling approach,2024,Jahar Bhowmik,10.1016/j.midw.2024.104140,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_165253133
Carer involvement with children and child-friendly book ownership in Bangladesh,2023,Jahar Bhowmik,10.1111/CHSO.12594,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_134297726
Validation of a modified problematic use of mobile phones scale to examine problematic smartphone use and dependence,2024,Jahar Bhowmik,10.1016/j.heliyon.2024.e24832,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_170670395
Women’s Attitudes Toward Intimate Partner Violence in Low- and Middle-Income Countries of Southern Asia,2024,Jahar Bhowmik,10.1177/08901171231198451,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_170670719
"The Use of Simulated Participant and Virtual Reality Simulation to Enhance Nursing Students’ Communication Skills in ""End of Life Care"" - A Single-Arm Repeated Measures Study",2024,Jahar Bhowmik,10.1016/j.ecns.2024.101543,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_178850663
The Use of Simulated Participant and Virtual Reality Simulation to Enhance Nursing Students’ Communication Skills in “End of Life Care” - A Single-Arm Repeated Measures Study,2024,Jahar Bhowmik,10.1016/j.ecns.2024.101543,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_170670646
Experimental Study of the Wear Performance of Fused Deposition Modeling Printed Polycarbonate-Acrylonitrile Butadiene Styrene Parts Using Definitive Screening Design and Machine Learning-Genetic Algorithm,2022,Jahar Bhowmik,10.1007/S11665-021-06408-6,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_134297735
"[Correction] Investigating factors affecting HIV/AIDS knowledge among women in Low and Middle-income countries in Asia (Oct, 10.1177/13591053221127531, 2022)",2022,Jahar Bhowmik,10.1177/13591053221139087,journal-article,researchgraph.com/orcid/0000-0001-9697-1968_works_134320234
Cults in Court: Jury decision-making and New Religious Movements,2014,Jeffrey Pfeifer,,book-chapter,researchgraph.com/orcid/0000-0001-8793-9261_works_53781395
Muslims and the Courtroom: Legal issues and  empirical research,2014,Jeffrey Pfeifer,,book-chapter,researchgraph.com/orcid/0000-0001-8793-9261_works_53781399
"Evaluation of the Removal of ATMs from gaming Venues in Victoria, Australia",2013,Jeffrey Pfeifer,,report,researchgraph.com/orcid/0000-0001-8793-9261_works_53782666
"Lecture capture: Student hopes, Instructor fears",2013,Jeffrey Pfeifer,,conference-paper,researchgraph.com/orcid/0000-0001-8793-9261_works_53774968
Eyewitness identifications: The interaction between witness age and estimator variables,2014,Jennifer Beaudry,10.4324/9781315813936,book,researchgraph.com/orcid/0000-0003-1596-6708_works_19874969
Eyewitness identifications,2014,Jennifer Beaudry,10.4324/9781315813936,book-chapter,researchgraph.com/orcid/0000-0003-1596-6708_works_98951242
Dissociation training and symptom identification accuracy among Australian psychologists.,2024,Loredana Tirlea,10.1037/tra0001717,journal-article,researchgraph.com/orcid/0000-0002-3234-7995_works_180489594
Exploring the public dialogue on government school costs in Australia: a content analysis of print media,2024,Jessica Mackelprang,10.1080/20590776.2024.2436903,journal-article,researchgraph.com/orcid/0000-0001-9135-7811_works_173441914
Mental health outcomes associated with gardening: A Scoping Review,2023,Jessica Mackelprang,10.4324/9781003355731-7,book-chapter,researchgraph.com/orcid/0000-0001-9135-7811_works_172096847
Identifying Challenges and Solutions for Improving Access to Mental Health Services for Rural Youth: Insights from Adult Community Members,2024,Jessica Mackelprang,10.3390/ijerph21060725,journal-article,researchgraph.com/orcid/0000-0001-9135-7811_works_179385834
Barriers to Telemedicine Implementation in Southwest Tribal Communities During COVID‐19,2021,Jessica Mackelprang,10.1111/jrh.12479,journal-article,researchgraph.com/orcid/0000-0001-9135-7811_works_76538604
Brain volumes in genetic syndromes associated with mTOR dysregulation: a systematic review and meta-analysis,2025,Kiymet Bozaoglu,10.1038/s41380-024-02863-4,journal-article,researchgraph.com/orcid/0000-0002-0807-2813_works_173136544
Diagnostic utility of exome sequencing followed by research reanalysis in human brain malformations.,2024,Kiymet Bozaoglu,10.1093/braincomms/fcae056,journal-article,researchgraph.com/orcid/0000-0002-0807-2813_works_162687353
The Relationship of Schizotypy and Saccade Performance in Patients With Schizophrenia and Non-Clinical Individuals,2024,Philip Sumner,10.1027/1614-0001/a000427,journal-article,researchgraph.com/orcid/0000-0002-5025-3909_works_173864629
Altering the colors displayed impacts applied task efficacy when laser eye protection is required,2025,Larry Abel,10.1364/JOSAA.545240,journal-article,researchgraph.com/orcid/0000-0002-2393-0644_works_181613387
Online interventions for the mental health and well‐being of parents of children with additional needs: Systematic review and meta‐analysis,2025,Loredana Tirlea,10.1111/1440-1630.13004,journal-article,researchgraph.com/orcid/0000-0002-3234-7995_works_170746554
From hype to hope: Considerations in conducting robust microbiome science,2024,Madeline West,10.1016/j.bbi.2023.09.022,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_169635076
Discussing weight with patients in primary care: A mixed methods experimental study.,2024,Madeline West,10.1016/j.orcp.2024.09.019,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_171015758
Exploration of parental consent for adolescent involvement in genital body image education research,2024,Madeline West,10.1016/j.bodyim.2024.101717,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_169635075
Discussing Weight with Patients in Primary Care in Australia: A Mixed Methods Experimental Study,2025,Madeline West,10.1007/s11606-024-09202-x,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_173009522
Social media delivered mental health campaigns and public service announcements: A systematic literature review of public engagement and help-seeking behaviours,2024,Madeline West,10.1016/j.socscimed.2024.117231,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_169635074
Psychosocial Well-Being and Healthy Eating in Cardiac Rehabilitation: A National Survey of Cardiac Rehabilitation Practitioners Self-Reported Practices,2025,Madeline West,10.1016/j.hlc.2024.11.027,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_178387478
Reply to: A systematic review and meta-analysis of 24-h urinary output of children and adolescents: impact on the assessment of iodine status using urinary biomarkers—don’t forget creatinine,2021,Madeline West,10.1007/s00394-020-02468-x,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_169635055
Possible use of fermented foods in rehabilitation of anorexia nervosa: the gut microbiota as a modulator,2021,Madeline West,10.1016/j.pnpbp.2020.110201,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_169635054
Factors contributing to the sustained implementation of an early childhood obesity prevention intervention: The INFANT Program,2022,Madeline West,10.3389/frhs.2022.1031628,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_169635049
A Survey of Australian Cardiac Rehabilitation Practitioners’ Attitudes and Practices Regarding Psychosocial Well-being and Healthy Eating,2023,Madeline West,10.1016/j.hlc.2023.06.766,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_179490571
A systematic review and meta-analysis of 24-h urinary output of children and adolescents: impact on the assessment of iodine status using urinary biomarkers,2020,Madeline West,10.1007/s00394-019-02151-w,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_169635064
The effect of ultra-processed very low-energy diets on gut microbiota and metabolic outcomes in individuals with obesity: A systematic literature review,2020,Madeline West,10.1016/j.orcp.2020.04.006,journal-article,researchgraph.com/orcid/0000-0002-6590-0486_works_169635082
"A brief, residential peer-support retreat for trichotillomania: A mixed methods evaluation",2020,Maja Nedeljkovic,10.1111/ap.12420,journal-article,researchgraph.com/orcid/0000-0003-0963-0335_works_112330564
Erratum: Moderated online social therapy for young people with active suicidal ideation: Qualitative study (Journal of Medical Internet Research (2021) 23:4 (e24260) DOI: 10.2196/24260),2021,Maja Nedeljkovic,10.2196/29645,journal-article,researchgraph.com/orcid/0000-0003-0963-0335_works_112330559
Examining the Use of Virtual Reality to Support Mindfulness Skills Practice in Mood and Anxiety Disorders: Mixed Methods Study (Preprint),2023,Maja Nedeljkovic,10.2196/preprints.45640,other,researchgraph.com/orcid/0000-0003-0963-0335_works_173134408
A clinician’s quick guide to evidence-based approaches: obsessive compulsive disorder (version 2),2024,Sunil Bhar,10.1080/13284207.2024.2363434,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_161498526
Can Cognitive Flexibly and Clinical Perfectionism Be Used to Identify People with Anorexia Nervosa?,2022,Maja Nedeljkovic,10.3390/jcm11071954,journal-article,researchgraph.com/orcid/0000-0003-0963-0335_works_112330554
Examining the Use of Virtual Reality to Support Mindfulness Skills Practice in Mood and Anxiety Disorders: Mixed Methods Study,2024,Maja Nedeljkovic,10.2196/45640,journal-article,researchgraph.com/orcid/0000-0003-0963-0335_works_173263205
Buying-shopping disorder - Is there enough evidence to support its inclusion in ICD-11?,2019,Maja Nedeljkovic,10.1017/S1092852918001323,journal-article,researchgraph.com/orcid/0000-0003-0963-0335_works_112330562
Temporal self-appraisal in depression and anxiety: A comparison between a clinical and non-clinical sample,2020,Maja Nedeljkovic,10.1111/ap.12442,journal-article,researchgraph.com/orcid/0000-0003-0963-0335_works_112330563
Cognitive-Behaviour Therapy and Psychological Treatments in Australia,2020,Maja Nedeljkovic,10.1111/ap.12358,journal-article,researchgraph.com/orcid/0000-0003-0963-0335_works_112330543
Short-Term Cognitive–Behavioural Group Treatment for Hoarding Disorder: A Naturalistic Treatment Outcome Study,2017,Maja Nedeljkovic,10.1002/cpp.2001,journal-article,researchgraph.com/orcid/0000-0003-0963-0335_works_112330566
A systematic review and meta-analysis of behaviourally based psychological interventions and pharmacological interventions for trichotillomania,2017,Maja Nedeljkovic,10.1111/cp.12074,journal-article,researchgraph.com/orcid/0000-0003-0963-0335_works_112330546
Is the relationship between sensory-processing sensitivity and negative affect mediated by emotional regulation?,2015,Maja Nedeljkovic,10.1111/ajpy.12084,journal-article,researchgraph.com/orcid/0000-0003-0963-0335_works_16712481
Investigating the dynamic nature of multiple risk assessment instruments in a forensic mental health hospital.,2023,Melanie Simmons,10.1037/pas0001174,journal-article,researchgraph.com/orcid/0000-0003-4065-2938_works_123935941
"Exploring Individual's Dynamic of Appraisal of Situational Aggression Average Score, Nursing Intervention and the Impact on Aggression",2025,Melanie Simmons,10.1111/jpm.13110,journal-article,researchgraph.com/orcid/0000-0003-4065-2938_works_167919997
Measuring stalking: the development and evaluation of the Stalking Assessment Indices (SAI),2020,Troy McEwan,10.1080/13218719.2020.1787904,journal-article,researchgraph.com/orcid/0000-0001-6935-8420_works_98910496
A Social-Cognitive Investigation of Young Adults Who Abuse Their Parents,2020,Troy McEwan,10.1177/0886260520915553,journal-article,researchgraph.com/orcid/0000-0001-6935-8420_works_98910460
Testing a scp>recovery‐oriented/scp> nursing communication framework to encourage collaboration and discussion about aggression prevention: A mixed methods study,2024,Tessa Maguire,10.1111/inm.13325,journal-article,researchgraph.com/orcid/0000-0002-1050-6094_works_170824309
The Model for Understanding Inpatient Aggression: A Version for Mental Health Nurses Working in Prisons,2021,Michael Daffern,10.1080/01612840.2020.1871134,journal-article,researchgraph.com/orcid/0000-0002-2834-189X_works_96220861
The Effect of Time Spent in Prison and Coping Styles on Psychological Distress in Inmates,2021,Michael Daffern,10.1177/0032885520978475,journal-article,researchgraph.com/orcid/0000-0002-2834-189X_works_96221059
Obsessive-compulsive disorder and comorbid depression,2012,Michael Kyrios,10.1016/j.janxdis.2012.03.002,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144069955
Phenomenology of hoarding-What is hoarded by individuals with hoarding disorder?,2012,Richard Moulding,10.1016/j.jocrd.2012.08.002,journal-article,researchgraph.com/orcid/0000-0001-7779-3166_works_24178639
Problem Gambling Among International and Domestic University Students in Australia,2013,Michael Kyrios,10.1007/s10899-012-9309-x,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144069959
Introduction to the special section: Cognitive-behavioral and neuroscientific approaches to obsessive-compulsive and related phenomena: Why the need for an interface?,2011,Michael Kyrios,10.1521/ijct.2011.4.1.1,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_72953567
Introduction to the special section,2011,Michael Kyrios,10.1521/ijct.2011.4.1.1,other,researchgraph.com/orcid/0000-0001-9438-9616_works_144069958
Gambling and the Multidimensionality of Accessibility: More Than Just Proximity to Venues,2011,Michael Kyrios,10.1007/s11469-009-9256-7,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_72953574
Gambling and the Multidimensionality of Accessibility,2011,Michael Kyrios,10.1007/s11469-009-9256-7,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144069971
Gambling Accessibility: A Scale to Measure Gambler Preferences,2011,Michael Kyrios,10.1007/s10899-010-9203-3,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_72953538
Gambling Accessibility,2011,Michael Kyrios,10.1007/s10899-010-9203-3,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144069965
Anxiety online-A virtual clinic: Preliminary outcomes following completion of five fully automated treatment programs for anxiety disorders and symptoms,2011,Michael Kyrios,10.2196/jmir.1918,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_72953599
Anxiety online - A virtual clinic,2011,Michael Kyrios,10.2196/jmir.1918,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144069957
When Moral Concerns Become a Psychological Disorder,2012,Michael Kyrios,10.1037/13091-016,book-chapter,researchgraph.com/orcid/0000-0001-9438-9616_works_144070101
Phenomenology of hoarding,2012,Michael Kyrios,10.1016/j.jocrd.2012.08.002,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144069951
"The relationship between neuropsychological performance, cognitive confidence, and obsessive-compulsive phenomena",2011,Michael Kyrios,10.1521/ijct.2011.4.1.51,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144069956
The relationship between body dysmorphic disorder symptoms and self-construals,2011,Michael Kyrios,10.1111/j.1742-9552.2011.00004.x,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144069969
The obsessive beliefs questionnaire (OBQ): Examination in nonclinical samples and development of a short version,2011,Michael Kyrios,10.1177/1073191110376490,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_72953584
The obsessive beliefs questionnaire (OBQ),2011,Michael Kyrios,10.1177/1073191110376490,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144069961
Preface,2011,Michael Kyrios,10.1002/9781444395150.fmatter,book-chapter,researchgraph.com/orcid/0000-0001-9438-9616_works_144070174
A clinician's quick guide of evidence-based approaches: Obsessive–compulsive disorder,2014,Michael Kyrios,10.1111/cp.12041,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144069938
A clinician's quick guide of evidence-based approaches: Obsessive-compulsive disorder,2014,Sunil Bhar,10.1111/cp.12041,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_32584486
Obsessive compulsive disorder in the DSM,2011,Michael Kyrios,,book-chapter,researchgraph.com/orcid/0000-0001-9438-9616_works_72953517
The psychology of consumption,2011,Michael Kyrios,,book-chapter,researchgraph.com/orcid/0000-0001-9438-9616_works_144070153
Cognitive-Behavioral and Neuroscientific Approaches to Obsessive-Compulsive and Related Phenomena: Why the Need for an Interface?,2011,Michael Kyrios,,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144070159
Anxiety disorders: Assessment and management in general practice,2011,Michael Kyrios,,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_72953521
Anxiety disorders,2011,Michael Kyrios,,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_144069960
Obsessive–Compulsive Disorder,2015,Michael Kyrios,,book-chapter,researchgraph.com/orcid/0000-0001-9438-9616_works_144070076
Taking clinical psychology postgraduate training into the next decade,2012,Michael Kyrios,,book-chapter,researchgraph.com/orcid/0000-0001-9438-9616_works_144070099
"Ethical aspects of psychological assessment, treatment and research over the internet",2015,Michael Kyrios,,book-chapter,researchgraph.com/orcid/0000-0001-9438-9616_works_144070077
Integrating Psychodynamic and Cognitive Approaches to Obsessive Compulsive Disorder,2015,Michael Kyrios,,book-chapter,researchgraph.com/orcid/0000-0001-9438-9616_works_144070148
Efficacy of cognitive-behavioral therapy for obsessive-compulsive disorder,2015,Michael Kyrios,10.1016/j.psychres.2014.11.058,journal-article,researchgraph.com/orcid/0000-0001-9438-9616_works_72953568
Investigation of Gentamicin Release from Polydopamine Nanoparticles,2022,Mrinal Bhave,10.3390/app12136319,journal-article,researchgraph.com/orcid/0000-0003-0910-3519_works_114967550
Investigation of Antimicrobial Effects of Polydopamine-Based Composite Coatings,2023,Mrinal Bhave,10.3390/molecules28114258,journal-article,researchgraph.com/orcid/0000-0003-0910-3519_works_135838347
"Identification of Potential p38γ Inhibitors via In Silico Screening, In Vitro Bioassay and Molecular Dynamics Simulation Studies",2023,Mrinal Bhave,10.3390/ijms24087360,journal-article,researchgraph.com/orcid/0000-0003-0910-3519_works_133564496
A Solution for the Health Data Sharing Dilemma: Data-Less and Identity-Less Model Sharing Through Federated Learning and Digital Twin-Assisted Clinical Decision Making,2025,Nalika Ulapane,10.3390/electronics14040682,journal-article,researchgraph.com/orcid/0000-0003-3432-3943_works_178122214
‘Omics-Based Digital Twins for Personalised Paediatric Healthcare,2024,Nalika Ulapane,10.3233/SHTI240917,book-chapter,researchgraph.com/orcid/0000-0003-3432-3943_works_168259260
'Omics-Based Digital Twins for Personalised Paediatric Healthcare,2024,Nalika Ulapane,10.3233/SHTI240917,journal-article,researchgraph.com/orcid/0000-0003-3432-3943_works_168701776
Impact of COVID-19 on Type 2 Diabetes Mellitus Diagnosis and Management in the US,2024,Nalika Ulapane,10.3233/SHTI240896,journal-article,researchgraph.com/orcid/0000-0003-3432-3943_works_168562992
Chapter 3 Preserving privacy in healthcare: leveraging digital twins and blockchain for data-less and identity-less information sharing,2025,Nalika Ulapane,10.1016/b978-0-443-34174-8.00004-1,book-chapter,researchgraph.com/orcid/0000-0003-3432-3943_works_180565778
Exploring human-based digital twins in healthcare: a scoping review,2025,Nalika Ulapane,10.1016/b978-0-443-36370-2.00022-0,book-chapter,researchgraph.com/orcid/0000-0003-3432-3943_works_182582661
Codesigning a Multilingual Virtual Helper for Dementia Carers in Australia: A Case Study,2025,Nalika Ulapane,10.24251/hicss.2025.436,conference-paper,researchgraph.com/orcid/0000-0003-3432-3943_works_178610294
"Strengths, Weaknesses, Opportunities and Threats to Blockchain in Industries Beyond Crypto",2023,Nalika Ulapane,10.18690/um.fov.4.2023.48,conference-paper,researchgraph.com/orcid/0000-0003-3432-3943_works_149222437
‘It’s Too nice’: Adapting iSupport Lite for Ethnically Diverse Family Carers of a Person with Dementia,2023,Nalika Ulapane,10.1080/07317115.2023.2254296,journal-article,researchgraph.com/orcid/0000-0003-3432-3943_works_149222545
Coupling Neural Networks Between Clusters for Better Personalized Care,2024,Nalika Ulapane,10.24251/HICSS.2023.438,conference-paper,researchgraph.com/orcid/0000-0003-3432-3943_works_165218765
From Concept to Commercialization: A Double Co-Design Approach,2024,Nalika Ulapane,10.24251/hicss.2024.404,conference-paper,researchgraph.com/orcid/0000-0003-3432-3943_works_165022049
Clinical Decision-Making as a Subset of Decision-Making: Leveraging the Concepts of Decision-Making and Knowledge Management to Characterize Clinical Decision-Making,2022,Nalika Ulapane,10.1201/9781003168638-4,book-chapter,researchgraph.com/orcid/0000-0003-3432-3943_works_149222553
Multimodal characterization of deep brain stimulation for obsessive compulsive disorder,2024,Susan Rossell,10.31641/nmj-AXMK3460,journal-article,researchgraph.com/orcid/0000-0002-7415-8252_works_170557256
Sexual abuse during childhood and all‐cause mortality into middle adulthood: an Australian cohort study,2023,Nina Papalia,10.5694/mja2.52089,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_141065414
Assessing Risk of Family Violence by Young People: Identifying Recidivism Base Rates and the Validity of the VP-SAFvR for Youth,2023,Nina Papalia,10.1177/00938548231170799,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_134863321
Do insecure adult attachment styles mediate the relationship between childhood maltreatment and violent behavior?,2024,Nina Papalia,10.1017/S0954579422001468,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_127368807
Differentiating crossover youth: Examining psychological characteristics in a multicultural Australian youth justice cohort,2024,Nina Papalia,10.1016/j.childyouth.2024.107810,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_164002724
Using procedural justice theory to understand public perceptions of child protection,2024,Nina Papalia,10.1080/15548732.2024.2372726,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_163251279
"Associations between childhood abuse, exposure to domestic violence, and the risk of later violent revictimization in Australia",2025,Nina Papalia,10.1016/j.chiabu.2025.107314,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_177816911
Expanding treatment pathways for sexually abusive behaviour in young people: an examination of Therapeutic Treatment Orders,2024,Nina Papalia,10.1080/13218719.2023.2243303,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_150244853
Lay understanding and perceptions of child protection: Limited awareness of restorative principles,2025,Nina Papalia,10.1016/j.chipro.2025.100125,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_178572937
A developmental lifecourse approach to the study of offending and victimisation following child sexual abuse,2020,Nina Papalia,10.1016/b978-0-12-819434-8.00014-3,book-chapter,researchgraph.com/orcid/0000-0002-7978-3751_works_80832862
Morbidity and mortality: Health outcomes and premature death in adult victims of child sex abuse,2020,Nina Papalia,10.1016/b978-0-12-819434-8.00012-x,book-chapter,researchgraph.com/orcid/0000-0002-7978-3751_works_80832834
"Child Sexual Abuse and Risk of Revictimization: Impact of Child Demographics, Sexual Abuse Characteristics, and Psychiatric Disorders",2021,Nina Papalia,10.1177/1077559520932665,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_76098714
Are psychological treatments for adults with histories of violent offending associated with change in dynamic risk factors? A meta-analysis of intermediate treatment outcomes,2020,Nina Papalia,10.1177/0093854820956377,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_80832560
Patterns of maltreatment co-occurrence in incarcerated youth in Australia,2020,Nina Papalia,10.1177/0886260520958639,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_80832534
Determinants and Outcomes of the Therapeutic Alliance in Treating Justice-Involved Youth: A Systematic Review of Quantitative and Qualitative Research,2022,Nina Papalia,10.1007/s10567-022-00407-2,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_117295395
Correction: Determinants and Outcomes of the Therapeutic Alliance in Treating Justice-Involved Youth: A Systematic Review of Quantitative and Qualitative Research,2023,Nina Papalia,10.1007/s10567-022-00410-7,journal-article,researchgraph.com/orcid/0000-0002-7978-3751_works_118693637
"The effect of 3 commonly used surgical approaches for total hip
   arthroplasty on mid- to long-term patient-reported outcome measures",2024,Oren Tirosh,10.1177/11207000231199342,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_182989447
